figure_path	source_stage	figure_type	cell_type	contrast	pathway	purpose	quality_status	main_or_supp_candidate	duplicate_group	notes	bytes	sha256
figures/stage5_rejuvenation_geometry/aging_axis_projection__Vascular_endothelial.png	stage5	other		OC_vs_Y;OT_vs_OC		existing analysis output; retained unchanged for audit	review_or_regenerate_for_publication	main_or_supp_review_candidate	stem:aging_axis_projection_vascular_endothelial	No original file was deleted or modified.	58579	d5660eed138c57b2b0637c196842634fa7cdf8f66a41212957b21e999d23c48a
figures/stage5_rejuvenation_geometry/distance_to_young_primary.png	stage5	other				existing analysis output; retained unchanged for audit	review_or_regenerate_for_publication	main_or_supp_review_candidate	stem:distance_to_young_primary	No original file was deleted or modified.	131510	0a93b9b32c46b1af5fc57d22795471bd721f160b9b1288b5f3e7b0c5e5a677b3
figures/stage5_rejuvenation_geometry/sample_pca__Granulosa.png	stage5	other	Granulosa			existing analysis output; retained unchanged for audit	review_or_regenerate_for_publication	main_or_supp_review_candidate	stem:sample_pca_granulosa	No original file was deleted or modified.	45096	e884530c16eabe543e7de8da51dac97563e0fcd7069e6a2258dc239d444d56c5
figures/stage5_rejuvenation_geometry/sample_pca__Immune.png	stage5	other	Immune			existing analysis output; retained unchanged for audit	review_or_regenerate_for_publication	main_or_supp_review_candidate	stem:sample_pca_immune	No original file was deleted or modified.	46085	4227b8b9268121d8e5ee060864d28d6870f79f91da7ea5697906387cac072517
figures/stage5_rejuvenation_geometry/sample_pca__Ovarian_epithelial.png	stage5	other				existing analysis output; retained unchanged for audit	review_or_regenerate_for_publication	main_or_supp_review_candidate	stem:sample_pca_ovarian_epithelial	No original file was deleted or modified.	45858	24908c6a5fbd72d221945cedcf8294244011789c8deb950b111e9d2f3b91fab7
figures/stage5_rejuvenation_geometry/sample_pca__Smooth_muscle_pericyte.png	stage5	other				existing analysis output; retained unchanged for audit	review_or_regenerate_for_publication	main_or_supp_review_candidate	stem:sample_pca_smooth_muscle_pericyte	No original file was deleted or modified.	47304	84533c02474a76d6764f4f689825c9866e7a612fa0f8fdc1fcaf2b31fb10d916
figures/stage5_rejuvenation_geometry/sample_pca__Stromal_fibroblast.png	stage5	other	Stromal_fibroblast			existing analysis output; retained unchanged for audit	review_or_regenerate_for_publication	main_or_supp_review_candidate	stem:sample_pca_stromal_fibroblast	No original file was deleted or modified.	47115	bc586dab1ad1acc1ce4d65e69723de1d22279ac3093b3e0e82463eb2ac8b298d
figures/stage5_rejuvenation_geometry/sample_pca__Theca_steroidogenic.png	stage5	other	Theca_steroidogenic			existing analysis output; retained unchanged for audit	review_or_regenerate_for_publication	main_or_supp_review_candidate	stem:sample_pca_theca_steroidogenic	No original file was deleted or modified.	48904	06fb0e691faa926dbf25f13587972e89302467cec76cc4fc884b6917b89f481e
figures/stage5_rejuvenation_geometry/sample_pca__Vascular_endothelial.png	stage5	other				existing analysis output; retained unchanged for audit	review_or_regenerate_for_publication	main_or_supp_review_candidate	stem:sample_pca_vascular_endothelial	No original file was deleted or modified.	46476	bbe775a3c9388754f49f9c8c3a1e539cf855bb195d1ca852adbcb1f41af9b2be
figures/subclustering/endothelial_umap_candidate_subtypes.pdf	subclustering	umap				existing analysis output; retained unchanged for audit	vector_existing_candidate	main_or_supp_review_candidate	stem:endothelial_umap_candidate_subtypes	No original file was deleted or modified.	52179	33cf9f3865894238358a7783f7169e1dc9252fd1ff6656346eedf2b2f50a21ae
figures/subclustering/endothelial_umap_clusters.pdf	subclustering	umap				existing analysis output; retained unchanged for audit	vector_existing_candidate	main_or_supp_review_candidate	stem:endothelial_umap_clusters	No original file was deleted or modified.	60684	b653336e385367a280a0923d1c060df7379b5797b71d3e914b8395ca75e02c89
figures/subclustering/endothelial_umap_library.pdf	subclustering	umap				existing analysis output; retained unchanged for audit	vector_existing_candidate	main_or_supp_review_candidate	stem:endothelial_umap_library	No original file was deleted or modified.	50831	60a04cfcf253420271b9485f28b73cd421db14c99ef9b274a2b234eaaa65e44a
figures/subclustering/epithelial_umap_candidate_subtypes.pdf	subclustering	umap				existing analysis output; retained unchanged for audit	vector_existing_candidate	main_or_supp_review_candidate	stem:epithelial_umap_candidate_subtypes	No original file was deleted or modified.	187992	8e02b3dc8ce9fba2baa13c0a7b7684d31f9aadd0feae94e06f35f467cc0db780
figures/subclustering/epithelial_umap_clusters.pdf	subclustering	umap				existing analysis output; retained unchanged for audit	vector_existing_candidate	main_or_supp_review_candidate	stem:epithelial_umap_clusters	No original file was deleted or modified.	202568	b7c0bdd8a201c5bb82c72ab39054bc06817cb7d68564c22cf2979e18323aded4
figures/subclustering/epithelial_umap_library.pdf	subclustering	umap				existing analysis output; retained unchanged for audit	vector_existing_candidate	main_or_supp_review_candidate	stem:epithelial_umap_library	No original file was deleted or modified.	172382	37e332b2a16e60f70280f7b77441d49081a1965449b06e21f35f6e83a7a9e561
figures/subclustering/follicular_canonical_marker_dotplot.pdf	subclustering	other				existing analysis output; retained unchanged for audit	vector_existing_candidate	main_or_supp_review_candidate	stem:follicular_canonical_marker_dotplot	No original file was deleted or modified.	182414	140c8c6d83126b7ed1912c1ff0952c0eebc87f8726b6c15abcb521561938d471
figures/subclustering/follicular_canonical_marker_dotplot.png	subclustering	other				existing analysis output; retained unchanged for audit	review_or_regenerate_for_publication	main_or_supp_review_candidate	stem:follicular_canonical_marker_dotplot	No original file was deleted or modified.	451899	416f6a7e2bce1c3af7003ae8e55b9fae5e9a375971543fa24250ceecf8bd055e
figures/subclustering/follicular_cell_cycle.pdf	subclustering	other				existing analysis output; retained unchanged for audit	vector_existing_candidate	main_or_supp_review_candidate	stem:follicular_cell_cycle	No original file was deleted or modified.	3975438	3bd5dd6a2bb672504d3bd9b4a918c95be56bca5360cb1b7b47c6f4045b0581db
figures/subclustering/follicular_cell_cycle.png	subclustering	other				existing analysis output; retained unchanged for audit	review_or_regenerate_for_publication	main_or_supp_review_candidate	stem:follicular_cell_cycle	No original file was deleted or modified.	978231	ab0d1687055bc3c64e582f4f022ae613e43ad4d979808d6ffb26451caf815556
figures/subclustering/follicular_cluster14_oocyte_review.pdf	subclustering	other				existing analysis output; retained unchanged for audit	vector_existing_candidate	main_or_supp_review_candidate	stem:follicular_cluster14_oocyte_review	No original file was deleted or modified.	27061	1e546cf0a521faa7c2e3a47a933642b9677687d396abc5eb7b366709867a7ea1
figures/subclustering/follicular_cluster14_oocyte_review.png	subclustering	other				existing analysis output; retained unchanged for audit	review_or_regenerate_for_publication	main_or_supp_review_candidate	stem:follicular_cluster14_oocyte_review	No original file was deleted or modified.	113387	9f29cba843cbe4e5394b36136d966cf8bc5401809e66da7ad5a859885f2407d4
figures/subclustering/follicular_cluster24_review.pdf	subclustering	other				existing analysis output; retained unchanged for audit	vector_existing_candidate	main_or_supp_review_candidate	stem:follicular_cluster24_review	No original file was deleted or modified.	6623014	eec677d823f7a4c581bf4e98ad449128842f5867de0c128f516394e5923df172
figures/subclustering/follicular_cluster24_review.png	subclustering	other				existing analysis output; retained unchanged for audit	review_or_regenerate_for_publication	main_or_supp_review_candidate	stem:follicular_cluster24_review	No original file was deleted or modified.	827087	8b1a1b09e2b6c8e7f5df5a8cd58f792e694f580bd833f1ea3d12f457879fce7c
figures/subclustering/follicular_cluster25_rare_cell_review.pdf	subclustering	other				existing analysis output; retained unchanged for audit	vector_existing_candidate	main_or_supp_review_candidate	stem:follicular_cluster25_rare_cell_review	No original file was deleted or modified.	28910	1efbdcd46e9cd2896f06a996a482934d8eab52099db0a7937d4611a4857aff78
figures/subclustering/follicular_cluster25_rare_cell_review.png	subclustering	other				existing analysis output; retained unchanged for audit	review_or_regenerate_for_publication	main_or_supp_review_candidate	stem:follicular_cluster25_rare_cell_review	No original file was deleted or modified.	177369	ce3838b36927ac642b03e62ed8fcd1ab18205f384ac761a155b5031de508b1a1
figures/subclustering/follicular_cluster25_review.pdf	subclustering	other				existing analysis output; retained unchanged for audit	vector_existing_candidate	main_or_supp_review_candidate	stem:follicular_cluster25_review	No original file was deleted or modified.	6591999	0dc7f833fcf3e64c6cf047e46bcd945dd01f09a9f64b39a00cff208c02790139
figures/subclustering/follicular_cluster25_review.png	subclustering	other				existing analysis output; retained unchanged for audit	review_or_regenerate_for_publication	main_or_supp_review_candidate	stem:follicular_cluster25_review	No original file was deleted or modified.	796519	e215f829b659c740070fcbb0ed6c8b72f14c3a187ca159786c4905d8c917b164
figures/subclustering/follicular_cluster6_annotation_review.pdf	subclustering	other				existing analysis output; retained unchanged for audit	vector_existing_candidate	main_or_supp_review_candidate	stem:follicular_cluster6_annotation_review	No original file was deleted or modified.	4090921	3c6bc9c6e5175db19f2e905f7c122e07e6cf05a757b60756588d576928b5d303
figures/subclustering/follicular_cluster6_annotation_review.png	subclustering	other				existing analysis output; retained unchanged for audit	review_or_regenerate_for_publication	main_or_supp_review_candidate	stem:follicular_cluster6_annotation_review	No original file was deleted or modified.	7113242	38fefe4defc3ad886b6335edea0638cc8342c31815c2ac164937ad46c4e02a19
figures/subclustering/follicular_cluster6_review.pdf	subclustering	other				existing analysis output; retained unchanged for audit	vector_existing_candidate	main_or_supp_review_candidate	stem:follicular_cluster6_review	No original file was deleted or modified.	7705168	f33034d36fc23f7930828c04ba174b294c29c929313ca3f3f8db77b7bea53b1d
figures/subclustering/follicular_cluster6_review.png	subclustering	other				existing analysis output; retained unchanged for audit	review_or_regenerate_for_publication	main_or_supp_review_candidate	stem:follicular_cluster6_review	No original file was deleted or modified.	1113573	df93c345f81fba1f01f7fad8c8984414059505d67a4e8895601df2648af90bd5
figures/subclustering/follicular_cluster8_annotation_review.pdf	subclustering	other				existing analysis output; retained unchanged for audit	vector_existing_candidate	main_or_supp_review_candidate	stem:follicular_cluster8_annotation_review	No original file was deleted or modified.	1379996	716906e7cc04dee8cb14870bc90a5ab127520dbd32262e4c90f5470b8d6b3de2
figures/subclustering/follicular_cluster8_annotation_review.png	subclustering	other				existing analysis output; retained unchanged for audit	review_or_regenerate_for_publication	main_or_supp_review_candidate	stem:follicular_cluster8_annotation_review	No original file was deleted or modified.	566116	dc9145ac6c56df52b1438a234d704ad49553c438b696c91fcf8a656a50ac1657
figures/subclustering/follicular_granulosa_marker_heatmap.pdf	subclustering	heatmap	Granulosa			existing analysis output; retained unchanged for audit	vector_existing_candidate	main_or_supp_review_candidate	stem:follicular_granulosa_marker_heatmap	No original file was deleted or modified.	36258	94d8668601a0cf6e28b4293f2743a79cd74109dfb8b2e174f13b2ce196e202ac
figures/subclustering/follicular_granulosa_marker_heatmap.png	subclustering	heatmap	Granulosa			existing analysis output; retained unchanged for audit	review_or_regenerate_for_publication	main_or_supp_review_candidate	stem:follicular_granulosa_marker_heatmap	No original file was deleted or modified.	105882	83dac207f1ab3a01032ce505c73e3416316fa304e4d43ed88991d7f31bacf478
figures/subclustering/follicular_marker_dotplot.pdf	subclustering	other				existing analysis output; retained unchanged for audit	vector_existing_candidate	main_or_supp_review_candidate	stem:follicular_marker_dotplot	No original file was deleted or modified.	210873	f2ee1dd2f5611e0f41a83e28ffabe2060bed93413c835d56b1e6bcfefc1c6cb1
figures/subclustering/follicular_marker_dotplot.png	subclustering	other				existing analysis output; retained unchanged for audit	review_or_regenerate_for_publication	main_or_supp_review_candidate	stem:follicular_marker_dotplot	No original file was deleted or modified.	459683	e3abb6d723632a230ed3ddf42a6afb5a4b476169e72727ea702a224cf06e55a9
figures/subclustering/follicular_pca_scree.pdf	subclustering	other				existing analysis output; retained unchanged for audit	vector_existing_candidate	main_or_supp_review_candidate	stem:follicular_pca_scree	No original file was deleted or modified.	15659	2519ecec53805fd8d4ea5800737939b41e9d9d84617dce4d1e635be52d4b39a6
figures/subclustering/follicular_pca_scree.png	subclustering	other				existing analysis output; retained unchanged for audit	review_or_regenerate_for_publication	main_or_supp_review_candidate	stem:follicular_pca_scree	No original file was deleted or modified.	110465	30a5e78070a953d7568bef75932f9e92ce62d4703b8869cfcb886b4062f0966d
figures/subclustering/follicular_theca_luteal_marker_heatmap.pdf	subclustering	heatmap	Theca_steroidogenic			existing analysis output; retained unchanged for audit	vector_existing_candidate	main_or_supp_review_candidate	stem:follicular_theca_luteal_marker_heatmap	No original file was deleted or modified.	33704	89e312a75a082a522d277919587a023b8dc4fe480292ac696af3dfbab4bcc979
figures/subclustering/follicular_theca_luteal_marker_heatmap.png	subclustering	heatmap	Theca_steroidogenic			existing analysis output; retained unchanged for audit	review_or_regenerate_for_publication	main_or_supp_review_candidate	stem:follicular_theca_luteal_marker_heatmap	No original file was deleted or modified.	100714	3cbfe103330828bc5eeb82e4680eecf713367081552982a9261314acd5c81d3d
figures/subclustering/follicular_umap_broad_local.pdf	subclustering	umap				existing analysis output; retained unchanged for audit	vector_existing_candidate	main_or_supp_review_candidate	stem:follicular_umap_broad_local	No original file was deleted or modified.	690175	447fca4bb4eb47cd7f1c47832673988f1436810da9b82288ce46ea843d6ec2bc
figures/subclustering/follicular_umap_broad_local.png	subclustering	umap				existing analysis output; retained unchanged for audit	review_or_regenerate_for_publication	main_or_supp_review_candidate	stem:follicular_umap_broad_local	No original file was deleted or modified.	1089268	9ff1718bdc5958729a82ec4b3f1b28c573f43d01bc81eb750a3a64a75fd25c22
figures/subclustering/follicular_umap_cluster.pdf	subclustering	umap				existing analysis output; retained unchanged for audit	vector_existing_candidate	main_or_supp_review_candidate	stem:follicular_umap_cluster	No original file was deleted or modified.	677044	3ab6296ceb0e0eccd0512f2da7e2bb904f90dea5b19d44f7f3ae9daf281b98f4
figures/subclustering/follicular_umap_cluster.png	subclustering	umap				existing analysis output; retained unchanged for audit	review_or_regenerate_for_publication	main_or_supp_review_candidate	stem:follicular_umap_cluster	No original file was deleted or modified.	1113912	3e35758e8e756514838ba8ea52eda89bf0c2f6277d31d57ca93b2338697124dd
figures/subclustering/follicular_umap_group.pdf	subclustering	umap				existing analysis output; retained unchanged for audit	vector_existing_candidate	main_or_supp_review_candidate	stem:follicular_umap_group	No original file was deleted or modified.	696461	19dc1da78fd864c4afea13d7157a1d705fa8de016e4567004cd5295d8705ac59
figures/subclustering/follicular_umap_group.png	subclustering	umap				existing analysis output; retained unchanged for audit	review_or_regenerate_for_publication	main_or_supp_review_candidate	stem:follicular_umap_group	No original file was deleted or modified.	1303974	0e2b8e1e64410ea55412a048ad1dc7befcae732f21bce90b14efadf2e9a0fa14
figures/subclustering/follicular_umap_library.pdf	subclustering	umap				existing analysis output; retained unchanged for audit	vector_existing_candidate	main_or_supp_review_candidate	stem:follicular_umap_library	No original file was deleted or modified.	701948	770876a2f62e5331fc940bdc5594a6b6cffbb714439186835c886fc303c544ef
figures/subclustering/follicular_umap_library.png	subclustering	umap				existing analysis output; retained unchanged for audit	review_or_regenerate_for_publication	main_or_supp_review_candidate	stem:follicular_umap_library	No original file was deleted or modified.	1457568	0d3bd0778d93065d31d8cd1f2dc8581be6c0934096aaa710b5bf2d4a5f42d794
figures/subclustering/follicular_umap_original_cluster.pdf	subclustering	umap				existing analysis output; retained unchanged for audit	vector_existing_candidate	main_or_supp_review_candidate	stem:follicular_umap_original_cluster	No original file was deleted or modified.	680505	6f81efee352140a6fabfbd724cd6985482accca5ad2008aa4ca0cae369bb39d2
figures/subclustering/follicular_umap_original_cluster.png	subclustering	umap				existing analysis output; retained unchanged for audit	review_or_regenerate_for_publication	main_or_supp_review_candidate	stem:follicular_umap_original_cluster	No original file was deleted or modified.	1097904	a8bc918100c46c02c41ba51f85c186a084efa464f051c5925e67ddbce0f584f3
figures/subclustering/follicular_umap_subtype_local.pdf	subclustering	umap				existing analysis output; retained unchanged for audit	vector_existing_candidate	main_or_supp_review_candidate	stem:follicular_umap_subtype_local	No original file was deleted or modified.	684895	590c2a05b1d605505f58fcc458f871da90aa63b4a4c90028148b54b577efa6e4
figures/subclustering/follicular_umap_subtype_local.png	subclustering	umap				existing analysis output; retained unchanged for audit	review_or_regenerate_for_publication	main_or_supp_review_candidate	stem:follicular_umap_subtype_local	No original file was deleted or modified.	1227752	27619319f91615dc586e182b2e58d3a4e4eb30c414c0ac8c5f1a373f62b50e54
figures/subclustering/immune_umap_candidate_subtypes.pdf	subclustering	umap	Immune			existing analysis output; retained unchanged for audit	vector_existing_candidate	main_or_supp_review_candidate	stem:immune_umap_candidate_subtypes	No original file was deleted or modified.	203447	f53bb450f1461b51d59882660aa69344e5f08e7dc09c133b1af91cf1a3267e75
figures/subclustering/immune_umap_clusters.pdf	subclustering	umap	Immune			existing analysis output; retained unchanged for audit	vector_existing_candidate	main_or_supp_review_candidate	stem:immune_umap_clusters	No original file was deleted or modified.	209242	228a901478d1e90ec8dd68315f8b63c59f35056f12647421c1390c60b13b9d78
figures/subclustering/immune_umap_library.pdf	subclustering	umap	Immune			existing analysis output; retained unchanged for audit	vector_existing_candidate	main_or_supp_review_candidate	stem:immune_umap_library	No original file was deleted or modified.	176824	083ba3f7c2fc6bbe384ceb92a1f4dd495cce80fbd7b82f32e06c1fff3eb35618
figures/subclustering/stromal_umap_candidate_subtypes.pdf	subclustering	umap	Stromal_fibroblast			existing analysis output; retained unchanged for audit	vector_existing_candidate	main_or_supp_review_candidate	stem:stromal_umap_candidate_subtypes	No original file was deleted or modified.	768746	e24e2b0914bda76837fc6f69db4f57cea246680008bc19174bdd47eb13e74370
figures/subclustering/stromal_umap_clusters.pdf	subclustering	umap	Stromal_fibroblast			existing analysis output; retained unchanged for audit	vector_existing_candidate	main_or_supp_review_candidate	stem:stromal_umap_clusters	No original file was deleted or modified.	797494	194179f649884b30fd2c2bde23a1ea75cf38a8f7239087acd754583381ae2bd1
figures/subclustering/stromal_umap_library.pdf	subclustering	umap	Stromal_fibroblast			existing analysis output; retained unchanged for audit	vector_existing_candidate	main_or_supp_review_candidate	stem:stromal_umap_library	No original file was deleted or modified.	686988	4260eb70a32e2d48cf3fdade98875fb794ac8a659d3e29500cfa2dad714daaa2
